,Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
1026,SYT11,Synaptotagmin 11,Protein Coding,41,GC01P155829,9.31,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYT11
1027,ADRA1B,Adrenoceptor Alpha 1B,Protein Coding,46,GC05P159867,9.31,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRA1B
1028,TIMP3,TIMP Metallopeptidase Inhibitor 3,Protein Coding,45,GC22P032800,9.3,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMP3
1029,GRIK2,Glutamate Ionotropic Receptor Kainate Type Subunit 2,Protein Coding,47,GC06P101181,9.29,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIK2
1030,ABCG2,ATP Binding Cassette Subfamily G Member 2 (Junior Blood Group),Protein Coding,50,GC04M088090,9.28,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCG2
1031,GAL,Galanin And GMAP Prepropeptide,Protein Coding,44,GC11P068684,9.28,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAL
1032,PPM1B,"Protein Phosphatase, Mg2+/Mn2+ Dependent 1B",Protein Coding,44,GC02P044167,9.28,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPM1B
1033,IL1R1,Interleukin 1 Receptor Type 1,Protein Coding,45,GC02P102136,9.26,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1R1
1034,C2CD4B,C2 Calcium Dependent Domain Containing 4B,Protein Coding,31,GC15M062164,9.25,https://www.genecards.org/cgi-bin/carddisp.pl?gene=C2CD4B
1035,RHOD,Ras Homolog Family Member D,Protein Coding,39,GC11P067057,9.25,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHOD
1036,LRRK2,Leucine Rich Repeat Kinase 2,Protein Coding,49,GC12P040196,9.25,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRK2
1037,CRHR1,Corticotropin Releasing Hormone Receptor 1,Protein Coding,45,GC17P045784,9.25,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRHR1
1038,CDH16,Cadherin 16,Protein Coding,40,GC16M066908,9.24,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH16
1039,CHRM2,Cholinergic Receptor Muscarinic 2,Protein Coding,48,GC07P136868,9.23,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRM2
1040,CCAL1,"Chondrocalcinosis 1 (Calcium Pyrophosphate-Deposition Disease, Early Onset Osteoarthritis)",Genetic Locus,3,GC08U990009,9.23,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCAL1
1041,IRF4,Interferon Regulatory Factor 4,Protein Coding,43,GC06P000391,9.22,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF4
1042,GPR35,G Protein-Coupled Receptor 35,Protein Coding,43,GC02P240605,9.22,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR35
1043,ZP3,Zona Pellucida Glycoprotein 3,Protein Coding,41,GC07P076398,9.21,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZP3
1044,PTCH1,Patched 1,Protein Coding,50,GC09M095442,9.21,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTCH1
1045,CDH7,Cadherin 7,Protein Coding,39,GC18P065750,9.21,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH7
1046,IL15,Interleukin 15,Protein Coding,40,GC04P141636,9.21,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL15
1047,CAPN12,Calpain 12,Protein Coding,37,GC19M038730,9.21,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPN12
1048,PLA2G4E,Phospholipase A2 Group IVE,Protein Coding,38,GC15M041981,9.2,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2G4E
1049,CABCOCO1,Ciliary Associated Calcium Binding Coiled-Coil 1,Protein Coding,24,GC10P061663,9.2,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CABCOCO1
1050,MIR34A,MicroRNA 34a,RNA Gene,22,GC01M009151,9.2,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR34A
1051,HNRNPA1,Heterogeneous Nuclear Ribonucleoprotein A1,Protein Coding,45,GC12P054280,9.2,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPA1
1052,APAF1,Apoptotic Peptidase Activating Factor 1,Protein Coding,47,GC12P098645,9.19,https://www.genecards.org/cgi-bin/carddisp.pl?gene=APAF1
1053,PLA2G10,Phospholipase A2 Group X,Protein Coding,44,GC16M014672,9.19,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2G10
1054,FBLN5,Fibulin 5,Protein Coding,44,GC14M091869,9.19,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBLN5
1055,HIF1A,Hypoxia Inducible Factor 1 Subunit Alpha,Protein Coding,47,GC14P061695,9.18,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIF1A
1056,CLDN4,Claudin 4,Protein Coding,41,GC07P073799,9.18,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN4
1057,TH,Tyrosine Hydroxylase,Protein Coding,51,GC11M002163,9.17,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TH
1058,SHBG,Sex Hormone Binding Globulin,Protein Coding,40,GC17P007613,9.17,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHBG
1059,PLAU,"Plasminogen Activator, Urokinase",Protein Coding,51,GC10P073909,9.17,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLAU
1060,HMOX1,Heme Oxygenase 1,Protein Coding,52,GC22P035380,9.17,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMOX1
1061,CPNE4,Copine 4,Protein Coding,38,GC03M131533,9.16,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPNE4
1062,FZD4,Frizzled Class Receptor 4,Protein Coding,51,GC11M086945,9.16,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FZD4
1063,MYH6,Myosin Heavy Chain 6,Protein Coding,45,GC14M023380,9.15,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYH6
1064,MAPK8,Mitogen-Activated Protein Kinase 8,Protein Coding,50,GC10P048306,9.15,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK8
1065,PLA2G4D,Phospholipase A2 Group IVD,Protein Coding,37,GC15M042067,9.15,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2G4D
1066,CLDN3,Claudin 3,Protein Coding,40,GC07M073768,9.14,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN3
1067,OCM2,Oncomodulin 2,Protein Coding,27,GC07M097984,9.14,https://www.genecards.org/cgi-bin/carddisp.pl?gene=OCM2
1068,H2BC21,H2B Clustered Histone 21,Protein Coding,31,GC01M149950,9.14,https://www.genecards.org/cgi-bin/carddisp.pl?gene=H2BC21
1069,FBN3,Fibrillin 3,Protein Coding,36,GC19M008065,9.13,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBN3
1070,CGA,"Glycoprotein Hormones, Alpha Polypeptide",Protein Coding,43,GC06M087085,9.13,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CGA
1071,CBARP,CACN Subunit Beta Associated Regulatory Protein,Protein Coding,25,GC19M001228,9.13,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBARP
1072,CAPN14,Calpain 14,Protein Coding,33,GC02M031173,9.12,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPN14
1073,DBH,Dopamine Beta-Hydroxylase,Protein Coding,50,GC09P133636,9.12,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DBH
1074,C1S,Complement C1s,Protein Coding,45,GC12P008238,9.12,https://www.genecards.org/cgi-bin/carddisp.pl?gene=C1S
1075,CDKN2A,Cyclin Dependent Kinase Inhibitor 2A,Protein Coding,51,GC09M021967,9.11,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN2A
1076,JUP,Junction Plakoglobin,Protein Coding,47,GC17M041754,9.11,https://www.genecards.org/cgi-bin/carddisp.pl?gene=JUP
1077,TGM3,Transglutaminase 3,Protein Coding,42,GC20P002276,9.11,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGM3
1078,TSPAN16,Tetraspanin 16,Protein Coding,32,GC19P011296,9.11,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSPAN16
1079,ATP7B,ATPase Copper Transporting Beta,Protein Coding,47,GC13M051930,9.11,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP7B
1080,SEMA3A,Semaphorin 3A,Protein Coding,45,GC07M083955,9.11,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEMA3A
1081,STC2,Stanniocalcin 2,Protein Coding,40,GC05M173314,9.1,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STC2
1082,CYSLTR2,Cysteinyl Leukotriene Receptor 2,Protein Coding,47,GC13P048653,9.1,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYSLTR2
1083,CDH9,Cadherin 9,Protein Coding,39,GC05M026916,9.1,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH9
1084,CXCL13,C-X-C Motif Chemokine Ligand 13,Protein Coding,41,GC04P077511,9.09,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL13
1085,COQ8B,Coenzyme Q8B,Protein Coding,32,GC19M042476,9.09,https://www.genecards.org/cgi-bin/carddisp.pl?gene=COQ8B
1086,PDE1B,Phosphodiesterase 1B,Protein Coding,43,GC12P054549,9.09,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE1B
1087,SAG,S-Antigen Visual Arrestin,Protein Coding,44,GC02P233311,9.08,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAG
1088,SNX10,Sorting Nexin 10,Protein Coding,41,GC07P026291,9.08,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNX10
1089,MET,"MET Proto-Oncogene, Receptor Tyrosine Kinase",Protein Coding,54,GC07P116672,9.07,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MET
1090,NTSR1,Neurotensin Receptor 1,Protein Coding,42,GC20P062708,9.07,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTSR1
1091,RGS2,Regulator Of G Protein Signaling 2,Protein Coding,43,GC01P192809,9.07,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RGS2
1092,CXCR3,C-X-C Motif Chemokine Receptor 3,Protein Coding,44,GC0XM071615,9.07,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCR3
1093,CDH8,Cadherin 8,Protein Coding,41,GC16M061647,9.07,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH8
1094,CYP17A1,Cytochrome P450 Family 17 Subfamily A Member 1,Protein Coding,48,GC10M102830,9.06,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP17A1
1095,PTGER3,Prostaglandin E Receptor 3,Protein Coding,46,GC01M070852,9.05,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGER3
1096,BLK,"BLK Proto-Oncogene, Src Family Tyrosine Kinase",Protein Coding,51,GC08P011486,9.05,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BLK
1097,TMEM38B,Transmembrane Protein 38B,Protein Coding,42,GC09P105694,9.04,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM38B
1098,CDH12,Cadherin 12,Protein Coding,40,GC05M021786,9.03,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH12
1099,CDH22,Cadherin 22,Protein Coding,37,GC20M046173,9.03,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH22
1100,CDH26,Cadherin 26,Protein Coding,35,GC20P059958,9.03,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH26
1101,CBX5,Chromobox 5,Protein Coding,44,GC12M054230,9.03,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBX5
1102,PLA2G4F,Phospholipase A2 Group IVF,Protein Coding,39,GC15M042139,9.03,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2G4F
1103,SLC36A2,Solute Carrier Family 36 Member 2,Protein Coding,44,GC05M151309,9.02,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC36A2
1104,XDH,Xanthine Dehydrogenase,Protein Coding,47,GC02M031294,9.02,https://www.genecards.org/cgi-bin/carddisp.pl?gene=XDH
1105,HDAC9,Histone Deacetylase 9,Protein Coding,46,GC07P018086,9.02,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC9
1106,CALN1,Calneuron 1,Protein Coding,35,GC07M071780,9.02,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALN1
1107,GRIN3A,Glutamate Ionotropic Receptor NMDA Type Subunit 3A,Protein Coding,37,GC09M101569,9.02,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIN3A
1108,PCP4,Purkinje Cell Protein 4,Protein Coding,35,GC21P039867,9.01,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCP4
1109,MEFV,"MEFV Innate Immuity Regulator, Pyrin",Protein Coding,43,GC16M003281,9.01,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEFV
1110,NTF3,Neurotrophin 3,Protein Coding,43,GC12P005432,9.01,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTF3
1111,WNK3,WNK Lysine Deficient Protein Kinase 3,Protein Coding,39,GC0XM054193,9.01,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNK3
1112,PTX3,Pentraxin 3,Protein Coding,41,GC03P157436,9.0,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTX3
1113,SLC26A3,Solute Carrier Family 26 Member 3,Protein Coding,45,GC07M107765,9.0,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC26A3
1114,SYP,Synaptophysin,Protein Coding,43,GC0XM049187,8.98,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYP
1115,LCAT,Lecithin-Cholesterol Acyltransferase,Protein Coding,47,GC16M067939,8.97,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LCAT
1116,CBLB,Cbl Proto-Oncogene B,Protein Coding,44,GC03M105655,8.96,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBLB
1117,NCAM1,Neural Cell Adhesion Molecule 1,Protein Coding,45,GC11P112961,8.96,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCAM1
1118,CDH10,Cadherin 10,Protein Coding,39,GC05M024522,8.95,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH10
1119,CDH19,Cadherin 19,Protein Coding,37,GC18M066501,8.95,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH19
1120,CDH18,Cadherin 18,Protein Coding,37,GC05M019508,8.95,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH18
1121,CDH20,Cadherin 20,Protein Coding,36,GC18P061333,8.95,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH20
1122,SAMHD1,SAM And HD Domain Containing Deoxynucleoside Triphosphate Triphosphohydrolase 1,Protein Coding,43,GC20M036890,8.95,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAMHD1
1123,RNASEH2B,Ribonuclease H2 Subunit B,Protein Coding,37,GC13P050909,8.95,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNASEH2B
1124,RASGRF2,Ras Protein Specific Guanine Nucleotide Releasing Factor 2,Protein Coding,38,GC05P080960,8.95,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RASGRF2
1125,CYP2C19,Cytochrome P450 Family 2 Subfamily C Member 19,Protein Coding,46,GC10P094762,8.95,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP2C19
1126,IL1A,Interleukin 1 Alpha,Protein Coding,44,GC02M112773,8.94,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1A
1127,P2RY4,Pyrimidinergic Receptor P2Y4,Protein Coding,43,GC0XM070258,8.93,https://www.genecards.org/cgi-bin/carddisp.pl?gene=P2RY4
1128,SNTA1,Syntrophin Alpha 1,Protein Coding,43,GC20M033407,8.93,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNTA1
1129,ANXA8,Annexin A8,Protein Coding,35,GC10M047460,8.93,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA8
1130,SOD2,Superoxide Dismutase 2,Protein Coding,51,GC06M159669,8.93,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOD2
1131,JAK2,Janus Kinase 2,Protein Coding,54,GC09P004985,8.92,https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAK2
1132,FOXP3,Forkhead Box P3,Protein Coding,46,GC0XM049250,8.92,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXP3
1133,ACTN1,Actinin Alpha 1,Protein Coding,50,GC14M068874,8.91,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTN1
1134,TPH1,Tryptophan Hydroxylase 1,Protein Coding,44,GC11M018040,8.91,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPH1
1135,CAPN9,Calpain 9,Protein Coding,42,GC01P230747,8.91,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPN9
1136,MUSK,Muscle Associated Receptor Tyrosine Kinase,Protein Coding,46,GC09P110668,8.91,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUSK
1137,CAPN13,Calpain 13,Protein Coding,39,GC02M030683,8.91,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPN13
1138,C2CD4A,C2 Calcium Dependent Domain Containing 4A,Protein Coding,30,GC15P062066,8.91,https://www.genecards.org/cgi-bin/carddisp.pl?gene=C2CD4A
1139,ADRA1D,Adrenoceptor Alpha 1D,Protein Coding,45,GC20M004220,8.9,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRA1D
1140,PHKA2,Phosphorylase Kinase Regulatory Subunit Alpha 2,Protein Coding,45,GC0XM018892,8.9,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHKA2
1141,EZH2,Enhancer Of Zeste 2 Polycomb Repressive Complex 2 Subunit,Protein Coding,54,GC07M148807,8.89,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EZH2
1142,RPS6KB1,Ribosomal Protein S6 Kinase B1,Protein Coding,49,GC17P059893,8.89,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS6KB1
1143,PIK3CG,"Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Gamma",Protein Coding,48,GC07P106865,8.88,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3CG
1144,PTGS1,Prostaglandin-Endoperoxide Synthase 1,Protein Coding,46,GC09P122370,8.87,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGS1
1145,ADAR,Adenosine Deaminase RNA Specific,Protein Coding,44,GC01M154582,8.87,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAR
1146,RNASEH2A,Ribonuclease H2 Subunit A,Protein Coding,43,GC19P012809,8.87,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNASEH2A
1147,CDK4,Cyclin Dependent Kinase 4,Protein Coding,54,GC12M057743,8.87,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK4
1148,OPRD1,Opioid Receptor Delta 1,Protein Coding,44,GC01P028812,8.87,https://www.genecards.org/cgi-bin/carddisp.pl?gene=OPRD1
1149,MRC2,Mannose Receptor C Type 2,Protein Coding,40,GC17P062627,8.86,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRC2
1150,CYP2C9,Cytochrome P450 Family 2 Subfamily C Member 9,Protein Coding,48,GC10P094938,8.86,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP2C9
1151,CD28,CD28 Molecule,Protein Coding,47,GC02P203706,8.85,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD28
1152,PPBP,Pro-Platelet Basic Protein,Protein Coding,43,GC04M073986,8.85,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPBP
1153,ADORA2A,Adenosine A2a Receptor,Protein Coding,45,GC22P024417,8.85,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADORA2A
1154,SOAT1,Sterol O-Acyltransferase 1,Protein Coding,44,GC01P179262,8.85,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOAT1
1155,MAP3K5,Mitogen-Activated Protein Kinase Kinase Kinase 5,Protein Coding,47,GC06M136557,8.85,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K5
1156,HRH1,Histamine Receptor H1,Protein Coding,45,GC03P011113,8.85,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HRH1
1157,LMNB2,Lamin B2,Protein Coding,43,GC19M002439,8.84,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMNB2
1158,DRD3,Dopamine Receptor D3,Protein Coding,44,GC03M114128,8.83,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DRD3
1159,WT1,WT1 Transcription Factor,Protein Coding,49,GC11M032365,8.83,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WT1
1160,P2RX2,Purinergic Receptor P2X 2,Protein Coding,43,GC12P132618,8.83,https://www.genecards.org/cgi-bin/carddisp.pl?gene=P2RX2
1161,RASA3,RAS P21 Protein Activator 3,Protein Coding,39,GC13M113977,8.82,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RASA3
1162,TACR2,Tachykinin Receptor 2,Protein Coding,43,GC10M069403,8.82,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TACR2
1163,EFCAB10,EF-Hand Calcium Binding Domain 10,Protein Coding,21,GC07M105565,8.82,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EFCAB10
1164,LHCGR,Luteinizing Hormone/Choriogonadotropin Receptor,Protein Coding,47,GC02M048647,8.81,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LHCGR
1165,MEF2A,Myocyte Enhancer Factor 2A,Protein Coding,47,GC15P099565,8.8,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEF2A
1166,HMGB1,High Mobility Group Box 1,Protein Coding,44,GC13M030456,8.8,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGB1
1167,MYL4,Myosin Light Chain 4,Protein Coding,44,GC17P047189,8.8,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYL4
1168,SPHK1,Sphingosine Kinase 1,Protein Coding,47,GC17P076376,8.78,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPHK1
1169,CXCL11,C-X-C Motif Chemokine Ligand 11,Protein Coding,40,GC04M076033,8.78,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL11
1170,IL7,Interleukin 7,Protein Coding,42,GC08M078689,8.78,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL7
1171,DGCR6,DiGeorge Syndrome Critical Region Gene 6,Protein Coding,32,GC22P018906,8.77,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DGCR6
1172,ADCY6,Adenylate Cyclase 6,Protein Coding,47,GC12M048766,8.77,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCY6
1173,A2M,Alpha-2-Macroglobulin,Protein Coding,45,GC12M009067,8.77,https://www.genecards.org/cgi-bin/carddisp.pl?gene=A2M
1174,PADI2,Peptidyl Arginine Deiminase 2,Protein Coding,41,GC01M017066,8.77,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PADI2
1175,DES,Desmin,Protein Coding,48,GC02P219418,8.76,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DES
1176,ENG,Endoglin,Protein Coding,46,GC09M127815,8.76,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENG
1177,MTHFR,Methylenetetrahydrofolate Reductase,Protein Coding,47,GC01M011785,8.76,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTHFR
1178,ETS1,"ETS Proto-Oncogene 1, Transcription Factor",Protein Coding,49,GC11M128458,8.75,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ETS1
1179,GAP43,Growth Associated Protein 43,Protein Coding,43,GC03P115623,8.75,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAP43
1180,TFF1,Trefoil Factor 1,Protein Coding,44,GC21M042362,8.75,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFF1
1181,TAC1,Tachykinin Precursor 1,Protein Coding,43,GC07P097731,8.74,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAC1
1182,OSTM1,Osteoclastogenesis Associated Transmembrane Protein 1,Protein Coding,38,GC06M108041,8.74,https://www.genecards.org/cgi-bin/carddisp.pl?gene=OSTM1
1183,UFD1,Ubiquitin Recognition Factor In ER Associated Degradation 1,Protein Coding,35,GC22M019450,8.74,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UFD1
1184,RNASEH2C,Ribonuclease H2 Subunit C,Protein Coding,39,GC11M065714,8.73,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNASEH2C
1185,PANX1,Pannexin 1,Protein Coding,43,GC11P094128,8.72,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PANX1
1186,GH1,Growth Hormone 1,Protein Coding,44,GC17M063917,8.72,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GH1
1187,TPM4,Tropomyosin 4,Protein Coding,40,GC19P023264,8.71,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPM4
1188,DAPK1,Death Associated Protein Kinase 1,Protein Coding,48,GC09P087497,8.7,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAPK1
1189,CHD1,Chromodomain Helicase DNA Binding Protein 1,Protein Coding,45,GC05M098853,8.69,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHD1
1190,GRB2,Growth Factor Receptor Bound Protein 2,Protein Coding,49,GC17M075318,8.69,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRB2
